label,pt_0_x,pt_0_y,pt_1_x,pt_1_y,pt_2_x,pt_2_y,pt_3_x,pt_3_y,pt_4_x,pt_4_y,pt_5_x,pt_5_y,pt_6_x,pt_6_y,pt_7_x,pt_7_y,pt_8_x,pt_8_y,pt_9_x,pt_9_y,pt_10_x,pt_10_y,pt_11_x,pt_11_y,pt_12_x,pt_12_y,pt_13_x,pt_13_y,pt_14_x,pt_14_y,pt_15_x,pt_15_y,pt_16_x,pt_16_y
0,333.982177734375,292.2861633300781,365.3250427246094,266.7230224609375,304.1964416503906,262.8708190917969,406.5633850097656,299.6996765136719,260.2073974609375,293.55340576171875,475.3037414550781,458.504638671875,183.14828491210938,443.82861328125,519.923095703125,480.0,151.0570526123047,480.0,439.1676025390625,471.61279296875,196.57907104492188,461.9035949707031,400.01373291015625,480.0,223.56143188476562,480.0,417.83197021484375,460.2591552734375,255.09432983398438,449.411865234375,369.51025390625,460.7508239746094,352.3861999511719,458.8406982421875
0,333.8260192871094,292.4766845703125,365.1000671386719,266.6192932128906,303.8702697753906,263.3169860839844,406.76397705078125,299.93768310546875,260.14801025390625,294.9023742675781,475.59912109375,459.3758544921875,182.61056518554688,444.2581787109375,518.70654296875,480.0,150.75225830078125,480.0,437.91070556640625,472.1658630371094,200.0354461669922,461.4903564453125,398.3327941894531,480.0,221.44451904296875,480.0,417.14715576171875,457.62353515625,253.7332000732422,447.20220947265625,370.1292419433594,459.31622314453125,352.2754211425781,459.72454833984375
0,333.9302062988281,292.27313232421875,364.96588134765625,266.68804931640625,304.0735168457031,263.2817687988281,406.2679443359375,299.9314270019531,260.38873291015625,294.7708740234375,475.6286315917969,458.93402099609375,183.64454650878906,445.0885314941406,519.0546264648438,480.0,153.83538818359375,480.0,438.0129699707031,472.4618225097656,202.9815673828125,463.3977966308594,400.9154052734375,480.0,224.537353515625,480.0,418.1694641113281,460.3541259765625,255.2193603515625,450.29150390625,369.821533203125,459.61767578125,352.5940246582031,459.1957092285156
0,333.5822448730469,291.9346923828125,364.4416198730469,266.5579833984375,304.22125244140625,263.32476806640625,405.89642333984375,299.52001953125,261.231201171875,294.5548400878906,475.77203369140625,458.06231689453125,183.8780975341797,444.0396423339844,518.5169677734375,480.0,152.2994384765625,480.0,436.31390380859375,471.2317810058594,199.63174438476562,462.60150146484375,400.29681396484375,480.0,223.8585205078125,480.0,417.9832458496094,460.1046142578125,254.90037536621094,450.0140686035156,370.0250549316406,458.83953857421875,352.90228271484375,458.8102111816406
0,333.5822448730469,291.9346923828125,364.4416198730469,266.5579833984375,304.22125244140625,263.32476806640625,405.89642333984375,299.52001953125,261.231201171875,294.5548400878906,475.77203369140625,458.06231689453125,183.8780975341797,444.0396423339844,518.5169677734375,480.0,152.2994384765625,480.0,436.31390380859375,471.2317810058594,199.63174438476562,462.60150146484375,400.29681396484375,480.0,223.8585205078125,480.0,417.9832458496094,460.1046142578125,254.90037536621094,450.0140686035156,370.0250549316406,458.83953857421875,352.90228271484375,458.8102111816406
0,334.1006774902344,292.7306823730469,365.40911865234375,267.0252685546875,304.450439453125,263.25982666015625,406.67529296875,299.89544677734375,260.71221923828125,293.8594055175781,475.4296875,458.8083190917969,183.3004608154297,444.3560485839844,519.409912109375,480.0,152.32080078125,480.0,439.22119140625,470.79071044921875,198.6578826904297,461.02178955078125,399.834716796875,480.0,223.33724975585938,480.0,418.4613037109375,459.70556640625,255.09466552734375,449.27392578125,370.41839599609375,460.12506103515625,352.6614990234375,458.7778625488281
0,333.54461669921875,292.7672424316406,365.11090087890625,267.0592956542969,304.1004333496094,263.5425720214844,407.12896728515625,300.26837158203125,260.8759460449219,294.44305419921875,475.606201171875,459.1722412109375,182.51824951171875,444.8446960449219,518.9629516601562,480.0,151.2304229736328,480.0,439.1321716308594,471.0623779296875,202.60997009277344,462.9024963378906,398.76568603515625,480.0,221.64071655273438,480.0,417.962890625,460.8499755859375,254.44522094726562,450.8719482421875,371.065185546875,460.3855895996094,352.9493408203125,459.9483337402344
0,334.0604248046875,292.3635559082031,365.2862854003906,266.64849853515625,304.3681945800781,263.3648986816406,406.87359619140625,299.67584228515625,260.89007568359375,294.5678405761719,475.6343994140625,458.80572509765625,182.4260711669922,444.3603210449219,518.654541015625,480.0,150.0693817138672,480.0,439.7559509277344,471.60894775390625,199.0453643798828,462.3299560546875,398.5146789550781,480.0,221.43240356445312,480.0,417.51422119140625,460.84552001953125,253.7792205810547,451.022705078125,370.31427001953125,460.0386962890625,352.4490966796875,460.69403076171875
0,334.4398498535156,291.9075012207031,365.3870544433594,266.2696838378906,304.5354309082031,263.1838073730469,406.784912109375,299.57696533203125,261.0120544433594,295.1377868652344,476.4404296875,458.2884521484375,183.43109130859375,444.5253601074219,519.4559936523438,480.0,150.9722900390625,480.0,437.941162109375,470.07647705078125,197.97601318359375,459.7586975097656,400.08624267578125,480.0,223.2314453125,480.0,417.467041015625,459.12646484375,254.18856811523438,449.36761474609375,368.7847595214844,460.3570556640625,351.5491943359375,460.98590087890625
0,334.94036865234375,291.9764709472656,365.4656066894531,266.57965087890625,305.2970275878906,263.3040771484375,406.245361328125,299.2252502441406,261.64715576171875,294.42169189453125,475.98846435546875,458.48333740234375,183.46751403808594,444.4468078613281,518.3973388671875,480.0,151.72686767578125,480.0,436.7960510253906,470.3891906738281,200.99771118164062,462.0413818359375,400.1485290527344,480.0,223.32614135742188,480.0,417.65771484375,462.08367919921875,254.12081909179688,452.22918701171875,368.4454650878906,458.78466796875,351.4753723144531,459.258544921875
0,334.68341064453125,292.0202331542969,365.41253662109375,266.3455810546875,304.9386901855469,263.2325134277344,406.582275390625,299.379150390625,261.5019836425781,294.8922424316406,476.63970947265625,458.8649597167969,183.53030395507812,444.8180236816406,518.361572265625,480.0,151.97116088867188,480.0,435.79620361328125,469.3504638671875,199.34031677246094,460.9710693359375,400.3171081542969,480.0,223.25047302246094,480.0,417.49591064453125,459.1864013671875,253.478759765625,449.268798828125,368.5374755859375,458.70513916015625,351.3955078125,459.58795166015625
0,333.9250183105469,291.7259521484375,365.0610656738281,266.7160339355469,304.5703125,263.5919189453125,407.0045471191406,300.6258544921875,261.7772216796875,295.7641906738281,475.5594177246094,458.3336181640625,184.3600311279297,444.1455078125,517.8807373046875,480.0,152.49307250976562,480.0,437.3165588378906,472.39141845703125,202.10577392578125,461.8561706542969,398.3866271972656,480.0,222.44056701660156,480.0,416.7031555175781,460.0371398925781,254.87448120117188,450.23321533203125,370.376953125,459.19268798828125,353.2950134277344,459.71820068359375
0,334.14080810546875,292.4070129394531,365.2845458984375,266.7159423828125,304.5738525390625,263.7816162109375,407.1175842285156,299.8559875488281,261.5916748046875,295.40234375,475.72357177734375,458.46246337890625,183.250732421875,444.49688720703125,517.766845703125,480.0,150.25999450683594,480.0,436.57269287109375,471.5932922363281,200.59837341308594,461.62750244140625,398.0138854980469,480.0,221.42962646484375,480.0,416.9277038574219,458.90234375,254.11904907226562,449.41534423828125,369.9543762207031,458.6312255859375,352.2923889160156,459.879150390625
0,334.8263854980469,292.72137451171875,365.6649475097656,266.4900817871094,304.9153137207031,263.66009521484375,407.0281982421875,298.71630859375,261.583251953125,294.6700744628906,475.852294921875,458.5438232421875,184.43321228027344,444.4786071777344,517.9173583984375,480.0,153.75341796875,480.0,436.89483642578125,471.58856201171875,204.3140869140625,463.90350341796875,398.6667785644531,480.0,222.7073974609375,480.0,417.8482666015625,459.65948486328125,255.08782958984375,450.00213623046875,368.983154296875,457.93145751953125,351.33306884765625,459.7908935546875
0,335.0353698730469,292.38604736328125,365.8807678222656,266.3045654296875,304.9971618652344,263.5433349609375,407.328857421875,299.0641174316406,261.6097717285156,295.2530212402344,475.9594421386719,458.8331298828125,184.31307983398438,444.699462890625,517.80029296875,480.0,151.8672637939453,480.0,438.6576843261719,471.14459228515625,199.37786865234375,461.61517333984375,398.6198425292969,480.0,222.66116333007812,480.0,417.52215576171875,459.6408386230469,254.92886352539062,450.18377685546875,369.8654479980469,457.58502197265625,352.2494201660156,460.00067138671875
0,335.3233947753906,291.2225036621094,366.23614501953125,266.1727600097656,305.2086181640625,263.1922607421875,407.63677978515625,300.51824951171875,261.509033203125,296.4596252441406,476.76837158203125,458.28045654296875,184.00436401367188,444.2404479980469,518.4368286132812,480.0,151.41563415527344,480.0,436.0883483886719,470.483154296875,198.69757080078125,461.85223388671875,399.89898681640625,480.0,223.26583862304688,480.0,417.04791259765625,458.1571960449219,254.29539489746094,448.0604248046875,368.76324462890625,457.4003601074219,351.89849853515625,458.4041442871094
0,335.3197021484375,291.3564147949219,366.4249572753906,266.4435729980469,305.43719482421875,262.9949951171875,407.778564453125,301.1490478515625,261.6158752441406,296.0238952636719,476.72357177734375,458.7389221191406,183.4168701171875,444.8947448730469,518.7124633789062,480.0,152.8182373046875,480.0,436.22100830078125,470.2131042480469,203.73367309570312,462.36181640625,400.48883056640625,480.0,223.3192901611328,480.0,418.1408996582031,456.12225341796875,254.53451538085938,446.15924072265625,370.5939025878906,456.46697998046875,353.16046142578125,456.22747802734375
0,334.78997802734375,291.6588134765625,366.2065734863281,266.71429443359375,305.23394775390625,263.27447509765625,408.10528564453125,301.33795166015625,261.9364929199219,295.9083251953125,476.23504638671875,458.56024169921875,183.75576782226562,444.87078857421875,518.7236938476562,480.0,152.23284912109375,480.0,438.2023010253906,471.91131591796875,203.60385131835938,462.5194091796875,399.54119873046875,480.0,222.85923767089844,480.0,417.63397216796875,457.6416015625,255.18234252929688,448.0988464355469,371.598388671875,459.1184997558594,354.4083557128906,458.8759460449219
0,336.8238830566406,290.768798828125,366.9056701660156,266.25433349609375,307.1409912109375,263.41546630859375,407.4041748046875,300.77899169921875,263.7940979003906,297.1354064941406,476.24407958984375,458.1278381347656,184.43942260742188,443.96661376953125,516.6507568359375,480.0,150.6338348388672,480.0,434.76251220703125,471.55706787109375,203.52488708496094,463.74603271484375,398.1569519042969,480.0,222.01486206054688,480.0,416.8564453125,455.2247314453125,254.39810180664062,445.8757019042969,371.18994140625,455.79498291015625,354.0428466796875,458.3166809082031
0,336.5218200683594,291.2998352050781,367.28399658203125,266.3103942871094,306.7164001464844,263.31268310546875,408.3257141113281,300.5591125488281,263.2853088378906,296.3631591796875,475.81103515625,457.99371337890625,184.36807250976562,443.96612548828125,516.80712890625,480.0,150.52403259277344,480.0,436.4746398925781,470.48870849609375,201.57131958007812,462.7532653808594,397.3083190917969,480.0,221.48480224609375,480.0,417.2572937011719,457.3584289550781,255.40090942382812,448.01080322265625,371.638427734375,458.5457458496094,354.0677185058594,460.4544677734375
0,347.5101623535156,289.4819641113281,376.20294189453125,264.76458740234375,314.8533020019531,262.38604736328125,413.0058288574219,300.41571044921875,267.3976745605469,299.83868408203125,476.44232177734375,457.57061767578125,185.72177124023438,444.04937744140625,516.138427734375,480.0,146.17599487304688,480.0,440.0282287597656,468.6643981933594,199.7113800048828,466.5751037597656,392.19427490234375,480.0,218.0748748779297,480.0,417.6958312988281,442.7142333984375,257.4839782714844,435.00067138671875,373.1806945800781,447.12066650390625,355.5804443359375,455.005859375
0,350.6298828125,290.3209228515625,378.34014892578125,264.48138427734375,316.877197265625,262.30322265625,413.150634765625,298.0868225097656,267.5247497558594,298.6727294921875,476.7953186035156,457.9520263671875,185.5042724609375,444.6597900390625,516.9169921875,480.0,145.36322021484375,480.0,439.8103942871094,467.8898620605469,198.72264099121094,468.07537841796875,393.3396301269531,480.0,218.98904418945312,480.0,421.190185546875,442.4165954589844,259.51568603515625,435.0213623046875,374.17755126953125,445.40576171875,355.4493408203125,454.88238525390625
0,362.0126037597656,288.67919921875,386.5391540527344,261.89385986328125,325.6925964355469,261.7755126953125,415.10003662109375,293.5519104003906,271.0302734375,300.6691589355469,468.13043212890625,448.91082763671875,192.23695373535156,442.32611083984375,501.04791259765625,480.0,140.61892700195312,480.0,428.1808776855469,457.71832275390625,188.86734008789062,480.0,383.15240478515625,480.0,219.87648010253906,480.0,403.09735107421875,447.0898742675781,265.4537658691406,444.95697021484375,354.390625,447.8749084472656,348.91827392578125,467.46746826171875
0,364.0327453613281,290.03289794921875,387.7304382324219,261.2543029785156,326.8868103027344,262.35894775390625,415.440185546875,289.9093322753906,271.1278076171875,299.6537780761719,469.3541564941406,449.330322265625,191.1455078125,443.47857666015625,501.8690185546875,480.0,142.7119140625,480.0,430.39825439453125,460.4478759765625,197.17994689941406,480.0,382.50152587890625,480.0,217.9852752685547,480.0,403.8362731933594,448.1940612792969,264.206298828125,447.8130187988281,350.7896423339844,441.8183898925781,345.29217529296875,466.15020751953125
0,365.2901611328125,289.6341247558594,388.0302734375,260.74371337890625,327.834716796875,261.9158935546875,414.25360107421875,288.6850891113281,270.6496887207031,298.9941711425781,469.9603576660156,449.05718994140625,189.99020385742188,443.7789306640625,504.6311950683594,480.0,140.87782287597656,480.0,430.9005432128906,459.6705017089844,191.03457641601562,480.0,384.217529296875,480.0,218.45761108398438,480.0,406.31976318359375,446.427001953125,263.93212890625,446.35662841796875,352.71807861328125,441.5901794433594,345.2293701171875,466.028564453125
0,366.8134460449219,288.9705505371094,389.586181640625,261.10784912109375,329.3654479980469,261.64581298828125,415.1025390625,289.90618896484375,271.5430908203125,299.01495361328125,468.58013916015625,447.56024169921875,192.48695373535156,441.7215576171875,503.4833068847656,480.0,140.9498291015625,480.0,430.34967041015625,459.4823303222656,187.15664672851562,480.0,384.5084228515625,480.0,221.44859313964844,480.0,404.2103271484375,447.85357666015625,267.38641357421875,446.71893310546875,350.1534423828125,441.366943359375,346.26715087890625,463.4237976074219
0,366.9140319824219,289.4234619140625,389.8963317871094,261.68328857421875,329.7055358886719,262.22021484375,415.75067138671875,290.1943054199219,272.3377990722656,299.1166076660156,468.5328674316406,447.270751953125,193.32276916503906,441.3023986816406,502.549560546875,480.0,142.0634307861328,480.0,429.48760986328125,459.4852294921875,189.361328125,480.0,384.029052734375,480.0,221.42430114746094,480.0,403.3346252441406,451.42376708984375,267.6092834472656,450.140869140625,349.04022216796875,443.1161193847656,346.5981140136719,465.0400390625
0,366.5083923339844,289.17315673828125,388.49041748046875,262.05828857421875,329.4801330566406,261.30718994140625,414.05108642578125,290.29443359375,272.5643005371094,296.67218017578125,476.79754638671875,455.78515625,188.27371215820312,443.9524230957031,515.6273193359375,480.0,144.0907745361328,480.0,441.01873779296875,472.7265625,197.55502319335938,474.5858154296875,394.5150146484375,480.0,222.47769165039062,480.0,425.471923828125,444.52545166015625,265.6448669433594,440.822021484375,369.6330261230469,436.0028381347656,353.3522033691406,454.97369384765625
0,365.02215576171875,289.20599365234375,388.584228515625,260.7705078125,327.9199523925781,262.0926513671875,416.09930419921875,289.6231384277344,272.3926696777344,299.9008483886719,469.3020324707031,447.99066162109375,192.93038940429688,442.8318786621094,502.7845458984375,480.0,141.15921020507812,480.0,431.8554382324219,460.7117614746094,189.53762817382812,480.0,381.7401123046875,480.0,218.63954162597656,480.0,403.70257568359375,448.67767333984375,265.9674987792969,448.39697265625,351.4632873535156,442.32855224609375,345.80157470703125,466.7026062011719
0,365.332763671875,288.3702392578125,387.27850341796875,261.8166809082031,328.39398193359375,261.4400634765625,413.4040222167969,290.5904541015625,272.2914123535156,297.8234558105469,476.03955078125,454.6846008300781,189.41783142089844,443.005126953125,514.7036743164062,480.0,143.4240264892578,480.0,436.3370666503906,472.123779296875,195.2643280029297,472.60888671875,393.31805419921875,480.0,222.42715454101562,480.0,424.9715270996094,446.26458740234375,267.1189270019531,442.0908508300781,370.5206604003906,437.095458984375,354.48876953125,455.9674072265625
0,364.76446533203125,288.5887451171875,388.2483825683594,261.20361328125,328.276123046875,261.6368713378906,415.2106018066406,290.2088928222656,272.37908935546875,298.55279541015625,468.6297607421875,447.72454833984375,192.1171417236328,442.2762145996094,502.73944091796875,480.0,141.3714599609375,480.0,429.45111083984375,459.88946533203125,189.63430786132812,480.0,382.7333984375,480.0,219.05258178710938,480.0,403.87725830078125,453.7203369140625,266.245849609375,452.5968017578125,350.4819030761719,442.94854736328125,346.73468017578125,464.103271484375
0,364.8544921875,288.6040344238281,388.2645263671875,261.28131103515625,328.1894226074219,261.8580627441406,415.24041748046875,290.5723571777344,272.3515625,299.32647705078125,468.5590515136719,447.96600341796875,192.54855346679688,441.6911926269531,502.4058837890625,480.0,140.28878784179688,480.0,427.0395202636719,459.45941162109375,187.77389526367188,480.0,382.01593017578125,480.0,218.70541381835938,480.0,404.1996765136719,452.5498046875,266.5335693359375,450.58526611328125,351.6407775878906,443.05560302734375,346.4352111816406,464.3427429199219
0,364.50506591796875,287.85394287109375,387.8660888671875,261.23480224609375,328.0172424316406,261.6278381347656,414.9004821777344,291.4456787109375,272.3131408691406,299.8626708984375,469.0460510253906,448.1432189941406,192.60263061523438,441.8191223144531,503.91552734375,480.0,142.37994384765625,480.0,430.3603515625,459.72344970703125,190.634033203125,480.0,382.5965270996094,480.0,219.02577209472656,480.0,403.421875,452.6972351074219,265.9346923828125,450.6238708496094,350.552734375,442.4058837890625,346.6589660644531,463.2339782714844
0,364.7090759277344,287.9733581542969,388.0915832519531,261.02362060546875,327.86956787109375,261.65960693359375,415.2315368652344,291.1383361816406,271.86663818359375,300.1182556152344,468.90478515625,448.5438537597656,191.8051300048828,442.21746826171875,503.52960205078125,480.0,141.65762329101562,480.0,429.5960998535156,460.5525207519531,194.15835571289062,480.0,381.57989501953125,480.0,217.62893676757812,480.0,403.47100830078125,451.8671875,265.5712585449219,450.06243896484375,351.05609130859375,440.87469482421875,346.3285217285156,462.615966796875
0,364.40386962890625,287.19842529296875,387.8997497558594,260.4403991699219,327.64630126953125,261.50677490234375,415.6341552734375,290.8453674316406,272.437744140625,300.6813659667969,469.4514465332031,447.62872314453125,192.49856567382812,441.2515869140625,503.75531005859375,480.0,140.20225524902344,480.0,430.31561279296875,460.65814208984375,188.76123046875,480.0,380.4783935546875,480.0,216.7994842529297,480.0,403.02813720703125,453.4300537109375,265.7214050292969,451.6505126953125,351.4218444824219,442.5550842285156,347.2758483886719,465.4622802734375
0,364.53607177734375,287.2275085449219,388.43756103515625,261.0416259765625,328.048583984375,261.25897216796875,416.16778564453125,292.37298583984375,272.5549011230469,300.43341064453125,469.19110107421875,448.6978759765625,191.95382690429688,441.3998107910156,502.4605712890625,480.0,138.42869567871094,480.0,427.0279541015625,459.4447326660156,183.56204223632812,480.0,380.5052795410156,480.0,216.31375122070312,480.0,403.7373046875,452.8943786621094,264.9125671386719,450.0563049316406,353.49847412109375,443.0801696777344,347.3442077636719,463.44671630859375
0,365.08282470703125,287.849609375,388.6626892089844,260.9942932128906,328.2522888183594,261.3313903808594,415.6908264160156,291.212158203125,272.0474853515625,299.58123779296875,468.6929931640625,448.0701904296875,192.365234375,441.198974609375,502.1736145019531,480.0,139.32235717773438,480.0,427.19744873046875,458.6754150390625,184.297119140625,480.0,382.13800048828125,480.0,218.6634521484375,480.0,403.3726501464844,452.89959716796875,265.80267333984375,450.3577575683594,351.1784973144531,443.5601806640625,346.3360595703125,464.3464050292969
0,365.1401672363281,288.0969543457031,388.94097900390625,261.11749267578125,328.50665283203125,261.1212463378906,416.00421142578125,291.69036865234375,272.3135070800781,299.2760925292969,469.52728271484375,449.24334716796875,191.78038024902344,442.55743408203125,503.7642822265625,480.0,139.8016815185547,480.0,429.1898498535156,459.46966552734375,185.30215454101562,480.0,382.8016357421875,480.0,218.56243896484375,480.0,403.55963134765625,451.42388916015625,265.6522521972656,449.09930419921875,351.20355224609375,444.1748962402344,347.0976257324219,464.01446533203125
0,364.3906555175781,287.9014892578125,388.3443298339844,260.649658203125,327.6295166015625,261.2789001464844,416.1907958984375,291.0433654785156,272.251220703125,299.884765625,469.6728820800781,448.20367431640625,192.36068725585938,441.989501953125,503.4125061035156,480.0,138.74789428710938,480.0,430.07080078125,460.3282470703125,182.37582397460938,480.0,382.107421875,480.0,218.22256469726562,480.0,404.24200439453125,451.761474609375,265.8349914550781,449.935791015625,352.82476806640625,445.1768798828125,347.0314636230469,466.83221435546875
0,363.9510498046875,288.2889099121094,387.9085693359375,261.03277587890625,327.5457763671875,261.4446716308594,415.5584411621094,290.8138122558594,272.4200744628906,298.9925842285156,468.7267761230469,447.148681640625,192.82351684570312,441.65728759765625,502.8031311035156,480.0,141.00454711914062,480.0,430.1068420410156,459.9366149902344,187.69375610351562,480.0,382.44537353515625,480.0,219.42044067382812,480.0,403.5286560058594,451.10382080078125,267.0533142089844,449.6961975097656,350.0666198730469,443.943115234375,346.7464294433594,464.7184143066406
0,365.1627197265625,288.35235595703125,387.5604248046875,261.84173583984375,328.1382751464844,260.9551086425781,413.7040100097656,290.97882080078125,271.57037353515625,297.0989685058594,475.77935791015625,454.7991027832031,188.52281188964844,443.9812927246094,515.47802734375,480.0,144.2318115234375,480.0,439.789306640625,473.49383544921875,196.5143585205078,473.23681640625,394.2793273925781,480.0,223.01185607910156,480.0,424.8087463378906,448.31829833984375,266.7626647949219,444.62530517578125,369.1195068359375,439.18389892578125,353.48883056640625,456.56463623046875
0,364.50482177734375,288.5783386230469,386.74456787109375,261.6868896484375,327.8253173828125,261.22198486328125,413.2308349609375,289.87628173828125,271.91046142578125,296.66497802734375,476.43194580078125,454.888427734375,187.49868774414062,444.5885009765625,515.9053344726562,480.0,143.295166015625,480.0,440.58056640625,475.0252990722656,197.66403198242188,474.6291198730469,393.9453125,480.0,221.44015502929688,480.0,426.204833984375,449.4502868652344,265.92132568359375,446.64886474609375,370.8083801269531,437.4522399902344,353.9235534667969,456.3852844238281
0,369.41326904296875,287.82757568359375,391.103271484375,259.205322265625,331.216064453125,259.9147644042969,414.7816467285156,287.1710205078125,271.0960693359375,297.04193115234375,471.24017333984375,448.4972839355469,189.68283081054688,442.14239501953125,506.947509765625,480.0,141.17819213867188,480.0,429.2685852050781,459.12969970703125,191.2144012451172,479.7130126953125,387.7153625488281,480.0,220.96047973632812,480.0,407.9892272949219,448.1234130859375,265.873046875,447.0564880371094,350.8240966796875,443.2696533203125,345.184814453125,466.3824768066406
